original order,Case Number.1,Date,Month,Year,Type,Country,Area,Location,Activity,Sex,Age,Fatal (Y/N/U),Species,Injury,Investigator or Source,href
1420.0,1936.03.22,12-Mar-1936,Mar,1936.0,Não Provocado,australia,Torres Strait,"Near Shelburne Bay, Queenland",Among 31 survivors of crew from the sampan Fukulya Maru (which reached Thursday Island in rowing boat) was a man whose arm had been bitten off by shark. The sampan wrecked west of McArthur island ,M,,Não,Desconhecido,Survived,"Coppleson (1958), p.244; The Argus, 4/9/1936",http://sharkattackfile.net/spreadsheets/pdf_directory/1936.03.22-Japanese-sailor.pdf
1419.0,1936.03.19,19-Mar-1936,Mar,1936.0,Não Provocado,australia,Queensland,"Near Forbes Island, Barrier Reef",Diving for trochus,M,,Não,Desconhecido,Right forearm lacerated,"G.P. Whitley, p.263; V.M. Coppleson (1958), p.244",http://sharkattackfile.net/spreadsheets/pdf_directory/1936.03.19-Norman.pdf
1418.0,1936.03.04.,04-Mar-1936,Mar,1936.0,Barco,australia,Northern Territory,Between Cape Hotham & Darwin (50 miles from Darwin),Rowing ,Desconhecido,,Não,Desconhecido,"No injury to occupants, shark almost wrenched oar from aborigine","G.P. Whitley, p.263; V.M. Coppleson (1958), p.186",http://sharkattackfile.net/spreadsheets/pdf_directory/1936.03.04-CapeHotham.pdf
1417.0,1936.02.23,23-Feb-1936,Fev,1936.0,Provocado,australia,New South Wales,"Angourie, near Yamba",Touching the mouth of a supposedly dead shark,F,young,Não,Desconhecido,Finger bitten PROVOKED INCIDENT,"Coppleson (1958), p. 176; G.P. Whitley, p.263",http://sharkattackfile.net/spreadsheets/pdf_directory/1936.02.23-Cameron.pdf
1416.0,1936.02.20..R,Reported 20-Feb-1936,Fev,1936.0,Não Provocado,australia,Queensland,Brisbane River,Sculling,M,,Não,10' shark,"No injury, scull sank","Nevada State Journal, 5/2/1936",http://sharkattackfile.net/spreadsheets/pdf_directory/1936.02.20.R-Slaughter.pdf
1415.0,1936.02.04,04-Feb-1936,Fev,1936.0,Não Provocado,australia,New South Wales,"South Steyne, Manly",Swimming,M,14,Sim,White shark,"FATAL, taken by shark, body not recovered. Twenty months later, in October 1937, meshing (setting anti-shark gill nets) began  at metropolitan beaches","V.M. Coppleson (1958), pp.67 & 234; A. Sharpe, p.68; A. MacCormick, p.169; J. West, ASAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1936.02.04-Paton.pdf
1414.0,1936.01.22,22-Jan-1936,Jan,1936.0,Não Provocado,australia,South Australia,"West Beach, near Adelaide","Swimming. Passer-by, Len Bedford, heard him shriek , saw shark leap from the water & swimmer disappeared",M,13,Sim,White shark,FATAL ,"Sydney Morning Herald, 1/23/1936; V.M. Coppleson (1958), pp.107 & 240;  A. Sharpe, p.120; J. West, ASAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1936.01.22-Bennett.pdf
1413.0,1936.01.05,05-Jan-1936,Jan,1936.0,Desconhecido,australia,Queensland,"Main Beach, Southport",Surfing,M,17,Desconhecido,Shark involvement prior to death was not confirmed,Disappeared & his torn clothing washed ashore,"Canberra Times, 1/7/1936; V.M. Coppleson, p.92-93",http://sharkattackfile.net/spreadsheets/pdf_directory/1936.01.05-Canavan.pdf
1412.0,1936.01.00,Jan-1936,Jan,1936.0,Provocado,australia,New South Wales,North Bondi,Paddleskiing,M,,Não,2.3 m [7'] shark,"He tried to hit shark with paddle, shark bumped  ski  PROVOKED INCIDENT","V.M. Coppleson (1958), p.41",http://sharkattackfile.net/spreadsheets/pdf_directory/1936.01.00-Howell.pdf
1411.0,1936.00.00,1936,nan,1936.0,Não Provocado,australia,Victoria ,"Port Phillip Bay, Port Melbourne",Swimming ,M,,Sim,Desconhecido,FATAL ,"J. Green, p.33; V.M. Coppleson (1958), p.241",http://sharkattackfile.net/spreadsheets/pdf_directory/1936.00.00-PortMelbourne.pdf
1410.0,1935.12.23,23-Dec-1935,Dez,1935.0,Provocado,australia,Victoria,150 yards from the pier at Lorne,Cruising,Desconhecido,,Não,4.3 m [14'] shark,"Harpooned shark stove in bow (20"" x 10"" hole), boat sank PROVOKED INCIDENT","V.M. Coppleson (1958), p.183",http://sharkattackfile.net/spreadsheets/pdf_directory/1935.12.23-NortonBoat.pdf
1409.0,1935.11.13,13-Nov-1935,Nov,1935.0,Não Provocado,australia,Torres Strait,Barrier Reef near Innisfail,Diving?,M,20,Não,Desconhecido,Back & arm gashed but survived,"NY Times, 11/16/1935; Sun (Sydney) 1/13/1936 (pictures of healed wounds);  V.M. Coppleson (1958), p.244",http://sharkattackfile.net/spreadsheets/pdf_directory/1935.11.13-Messot.pdf
1408.0,1935.09.21,21-Sep-1935,Set,1935.0,Não Provocado,usa,North Carolina,"Browns Inlet on New River, Onslow Beach",Swimming,M,38,Sim,Desconhecido,"FATAL, thigh bitten "," F. Schwartz, p.23; C. Creswell, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1935.09.21-Fountain.pdf
1407.0,1935.09.04.R,Reported 04-Sep-1935,Set,1935.0,Não Provocado,papua new guinea,Central Province,Hula,Swimming,M,,Sim,Desconhecido,FATAL,"Cairns Post, 9/24/1935",http://sharkattackfile.net/spreadsheets/pdf_directory/1935.09.04.R-Hula.pdf
1406.0,1935.08.26,26-Aug-1935,Ago,1935.0,Não Provocado,australia,Queensland,"At Flat Top, near Mackay","Fell overboard, hanging onto lifebuoy",M,38,Sim,3.7 m [12'] shark,"FATAL. His body was not recovered, but about 3 weeks later 2 sharks were caught with human remains, thought to be those of Quinn","V.M. Coppleson (1958), p.22; G. P. Whitley",http://sharkattackfile.net/spreadsheets/pdf_directory/1935.08.26-Quinn.pdf
1405.0,1935.08.24,24-Aug-1935,Ago,1935.0,Desconhecido,united kingdom,Isle of Wight,Atherfield,Fishing,M,,Desconhecido,Invalid,"The hooked shark didn't cut his finger, he was injured by his line","C. Moore, GSAF. Isle of Wight Press",http://sharkattackfile.net/spreadsheets/pdf_directory/1935.08.24-Atherfield
1404.0,1935.08.13,13-Aug-1935,Ago,1935.0,Não Provocado,australia,Torres Strait,"Near Warrior Reefs, Queensland",Diving for beche-de-mer from lugger,M,,Sim,Desconhecido,"FATAL, right buttock & thigh bitten ","J. Green, p.33; V.M. Coppleson (1958), p.243",http://sharkattackfile.net/spreadsheets/pdf_directory/1935.08.13 -Barani.pdf
1403.0,1935.07.27.b,27-Jul-1935,Jul,1935.0,Desconhecido,usa,California,Santa Barbara Channel,fishing boat exploded & sank,M,23,Desconhecido,Invalid,"Although listed as an uprovoked fatal attack by SAF, shark bite on his ankle was post-mortem following death by drowning","N.Y. Herald Tribune, 7/28/1935; D. Miller & R. Collier",http://sharkattackfile.net/spreadsheets/pdf_directory/1935.07.27-b-Wilkes.pdf
1402.0,1935.07.27.a,27-Jul-1935,Jul,1935.0,Desconhecido,usa,California,Santa Barbara Channel,fishing boat exploded & sank,M,53,Desconhecido,Invalid,"Although listed as  an uprovoked fatal attack by SAF, he was killed by the explosion. The shark bites were post-mortem ","N.Y. Herald Tribune, 7/28/1935; D. Miller & R. Collier",http://sharkattackfile.net/spreadsheets/pdf_directory/1935.07.27.a-Wilkes.pdf
1401.0,1935.07.05,05-Jul-1935,Jul,1935.0,Não Provocado,panama,,off Culebra,"Fishing with dynamite, afterwards in water retrieving catch",M,14,Sim,Desconhecido,"FATAL, leg severed ","New York Times, 7/6/1935",http://sharkattackfile.net/spreadsheets/pdf_directory/1935.07.05-Alonso.pdf
1400.0,1935.07.01,01-Jul-1935,Jul,1935.0,Não Provocado,croatia,Adriatic Sea,"Susak / Fiume (Rijeka, Istria)",Swimming,F,22,Sim,Desconhecido,FATAL,"C. Moore, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1935.07.01-Kudlich.pdf
1399.0,1935.06.18,18-Jun-1935,Jun,1935.0,Não Provocado,usa,New Jersey,50 miles offshore,"Fishing for bluefish, shark leapt into dory",M,31,Não,4.6 m [15'] shark,Arm lacerated by a shark that leapt onto boat ,"NY Times, 6/19/1935, p.21 ",http://sharkattackfile.net/spreadsheets/pdf_directory/1935.06.18-Chalor.pdf
1398.0,1935.06.05.R,Reported 05-Jun-1935,Jun,1935.0,Não Provocado,solomon islands,Makira-Uluwa Province,Makira Island,Fishing,M,,Sim,Desconhecido,FATAL,"Sydney Mail, 6/5/1935",http://sharkattackfile.net/spreadsheets/pdf_directory/1935.06.05.R-SolomonIslands.pdf
1397.0,1935.06.00.b,Jun-1935,Jun,1935.0,Barco,australia,South Australia,Off Port Broughton,Desconhecido,Desconhecido,,Não,Desconhecido,Shark bumped dinghy twice,"Australian Woman's Weekly, 8/27/1938",http://sharkattackfile.net/spreadsheets/pdf_directory/1935.06.05.R-SolomonIslands.pdf
1396.0,1935.06.00.a,Jun-1935,Jun,1935.0,Não Provocado,papua new guinea,Northern (Oro) Province,"Dobu Passage,  D'Entrecasteaux Islands (between Normanby & Fergusson Islands)",Desconhecido,Desconhecido,,Não,Desconhecido,"Samoan missionary, Filemani, caught an 8'6"" shark after it had killed 1 man & 2 boys in space of few weeks","D.K. Webster, p.67",http://sharkattackfile.net/spreadsheets/pdf_directory/1935.06.00.a-Filemani.pdf
1395.0,1935.05.19,19-May-1935,Mai,1935.0,Provocado,south africa,KwaZulu-Natal,"North Pier, Durban",Put foot inside a landed & supposedly dead shark,M,,Não,"White shark, 246-kg ","Foot bitten, required 1 week hospitalization PROVOKED INCIDENT","M. Levine, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1935.05.19-spectator.pdf
1394.0,1935.05.12,12-May-1935,Mai,1935.0,Não Provocado,australia,Torres Strait,On edge of reef near Warrior Island,Pearl diving,M,,Não,1.8 m [6'] shark,3 gashes on hand & wrist,"V.M. Coppleson (1958), pp.103 & 243",http://sharkattackfile.net/spreadsheets/pdf_directory/1935.05.12-Andrew.pdf
1393.0,1935.04.25,25-Apr-1935,Abr,1935.0,Desconhecido,australia,New South Wales,Coogee,"Disappeared 11 days earlier, probable homicide victim",M,40,Desconhecido,Invalid,Captive tiger shark regurgitated his arm in the Coogee Aquarium,"A. Sharpe, pp.28-32",http://sharkattackfile.net/spreadsheets/pdf_directory/1935.04.25-SharkArmCase.pdf
1392.0,1935.04.12.R,Reported 12-Apr-1935,Abr,1935.0,Não Provocado,desconhecido,,,Diving,F,,Não,Desconhecido,Laceration to left leg,"Port Arthur News, 4/12/1935",http://sharkattackfile.net/spreadsheets/pdf_directory/1935.04.12.R-PearlPurdyScott.pdf
1391.0,1935.04.08.R,Reported 08-Apr-1935,Abr,1935.0,Não Provocado,usa,California,"Hermosa Beach, Los Angeles County",Desconhecido,M,,Não,Desconhecido,Laceration to hand  ,"Los Angeles Times, 4/8/1935 ",http://sharkattackfile.net/spreadsheets/pdf_directory/1935.04.08.R-Davis.pdf
1390.0,1935.03.30,30-Mar-1935,Mar,1935.0,Não Provocado,australia,Queensland,Barrier Reef off Mackay,Diving from dinghy for trochus shell,M,,Não,Desconhecido,Buttocks injured by fin or a bump ,"G.P. Whitley citing the Sydney Morning Herald, 4/1/1935;  1951), G.P. Whitley (1951), page 192, Fide G.D. Wall, Mackay, 1946; J. Green, p.33; V.M. Coppleson (1958), pp.101 & 243",http://sharkattackfile.net/spreadsheets/pdf_directory/1935.03.30-Samuel.pdf
1389.0,1935.03.25.R,Reported 25-Mar-1935,Mar,1935.0,Provocado,south africa,KwaZulu-Natal,"North Pier, Durban",Put foot inside mouth of supposedly dead shark,M,,Não,Desconhecido,Injury to foot    PROVOKED INCIDENT,"Natal Coast Angler, 3/25/1935",http://sharkattackfile.net/spreadsheets/pdf_directory/1935.03.25.R-Durban.pdf
1388.0,1935.03.20,20-Mar-1935,Mar,1935.0,Não Provocado,australia,Torres Strait,Three Mile Reef off Lizard Island 50 miles north of Cooktown,"Pearl diving, but standing in the water",M,,Não,Tiger shark 3 m  [10'] ,Left thigh abraded & 3 fingers lacerated,"Sydney Morning Herald, 3/20/1935; V.M. Coppleson (1958), pp.102 & 243",http://sharkattackfile.net/spreadsheets/pdf_directory/1935.03.20-Kosam.pdf
1387.0,1935.03.13,13-Mar-1935,Mar,1935.0,Provocado,australia,Queensland,Pimpana River,Hauling in net with shark in it,M,38,Não,"""Blue nose shark""",Calf & shin bitten  PROVOKED INCIDENT,G.P. Whitley,http://sharkattackfile.net/spreadsheets/pdf_directory/1935.03.13-Beitz.pdf
1386.0,1935.03.11,11-Mar-1935,Mar,1935.0,Não Provocado,australia,New South Wales,Newcastle,Surfing,M,,Não,Desconhecido,Abrasions to shins,"Sydney Morning Herald, 3/11/1935",http://sharkattackfile.net/spreadsheets/pdf_directory/1935.03.11-McMichael.pdf
1385.0,1935.03.09,09-Mar-1935,Mar,1935.0,Não Provocado,australia,New South Wales,Maroubra Beach,Swimming,M,27,Sim,"White shark, 4 m [13'] ","FATAL, left thigh, buttock, left forearm bitten, finger removed  ","V.M. Coppleson (1958), pp.65, 233 & 234; A. Sharpe, pp. 64-65,   G.P. Whitley, p.14; J. West, ASAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1935.03.09-MacDonald.pdf
1384.0,1935.03.02,02-Mar-1935,Mar,1935.0,Não Provocado,australia,New South Wales,North Narrabeen Beach,Standing,M,22,Sim,"White shark, 3.5 m to 4 m [11.5' to 13'] ","FATAL, thigh bitten ","Amarillo Globe, 6/21/1935, p.3; V.M. Coppleson (1958), pp.66-67 & 233;  John West",http://sharkattackfile.net/spreadsheets/pdf_directory/1935.03.02-McFarlane.pdf
1383.0,1935.02.14,14-Feb-1935,Fev,1935.0,Não Provocado,australia,New South Wales,Austinmer,Surfing (pneumatic surfboard),M,20,Não,Desconhecido,"Thigh lacerated, abrasions","V.M. Coppleson (1958), pp.45 & 233",http://sharkattackfile.net/spreadsheets/pdf_directory/1935.02.14-Lorenz.pdf
1382.0,1935.01.24.b,24-Jan-1935,Jan,1935.0,Não Provocado,australia,New South Wales,"Off Ben Buckler, near Sydney",Fishing,M,,Não,"Tiger shark, 12' ","No injury, sleeve ripped","G.P. Whitley, p.263",http://sharkattackfile.net/spreadsheets/pdf_directory/1935.01.24.b-Johnson.pdf
1381.0,1935.01.24.a,24-Jan-1935,Jan,1935.0,Barco,australia,Queensland,"Ross River, Townsville",Fishing for sharks,Desconhecido,,Não,2 sharks,No injury to occupants,"G.P. Whitley, p.263",http://sharkattackfile.net/spreadsheets/pdf_directory/1935.01.24.a-Flat-bottomed-boat.pdf
1380.0,1935.01.21.R,Reported 21-Jan-1935,Jan,1935.0,Desconhecido,israel,Herzliyah,Sidny Ali,Desconhecido,Desconhecido,,Desconhecido,Shark involvement prior to death unconfirmed,human remains washed ahore,"C. Moore, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1935.01.21.R-SidnyAli.pdf
1379.0,1935.01.17,17-Jan-1935,Jan,1935.0,Desconhecido,australia,Queensland,"Seaforth River, near MacKay",Desconhecido,M,5,Desconhecido,Invalid,No injury; onlookers saw 10' shark heading for him and lifted him ashore,"G.P. Whitley, p.263",http://sharkattackfile.net/spreadsheets/pdf_directory/1935.01.17-Seaforth.pdf
1378.0,1934.12.31.b,31-Dec-1934,Dez,1934.0,Não Provocado,australia,New South Wales,Georges River at Kentucky,Splashing,F,13,Não,"Tiger shark, 1.5 m [5'] ",Hands severed,"V.M. Coppleson (1958), pp.67 & 233; A. Sharpe, pp.90-91",http://sharkattackfile.net/spreadsheets/pdf_directory/1934.12.31.b-Morrin.pdf
1377.0,1934.12.31.a,31-Dec-1934,Dez,1934.0,Não Provocado,australia,New South Wales," St. Georges River at Moorebank, near Milperra Bridge",Swimming (lead swimmer in race),M,19,Sim,Desconhecido,"FATAL, left leg bitten ","V.M. Coppleson (1958), pp.67 & 233;  A. Sharpe, pp.89-90]",http://sharkattackfile.net/spreadsheets/pdf_directory/1934.12.31.a-Soden.pdf
1376.0,1934.12.23.b,23-Dec-1934,Dez,1934.0,Não Provocado,australia,New South Wales,Woy Woy  on the Brisbane Waters,Taken as he dived into the water,M,14,Sim,Desconhecido,FATAL,"V.M. Coppleson (1958), pp.85-86 & 233; A. MacCormick, p.172",http://sharkattackfile.net/spreadsheets/pdf_directory/1934.12.23.a-b-Inman.pdf
1375.0,1934.12.23.a,23-Oct-1934,Dez,1934.0,Não Provocado,australia,New South Wales,Woy Woy on the Brisbane Waters,Swimming & splashing,M,12,Não,Desconhecido,Leg injured,"J. Green, pp.10 & 33 corrects earlier accounts that gave the location as Queensland; V.M. Coppleson (1958), pp.85-86 & 233; A. MacCormick, p.172",http://sharkattackfile.net/spreadsheets/pdf_directory/1934.12.23.a-b-Inman.pdf
1374.0,1934.10.09,09-Oct-1934,Out,1934.0,Não Provocado,australia,Northern Territory,"Redcliff, Cobourg Peninsula",Bathing,F,38,Sim,Desconhecido,FATAL,"The Age, 10/27/1934;; V.M. Coppleson (1958), p.240",http://sharkattackfile.net/spreadsheets/pdf_directory/1934.10.09-Coburg.pdf
1373.0,1934.10.08,08-Oct-1934,Out,1934.0,Provocado,bermuda,Hamilton,Hamilton Parish,Fishing,M,,Não,Desconhecido,Arm bitten by hooked shark PROVOKED INCIDENT,"The Gleaner, 10/16/1934",http://sharkattackfile.net/spreadsheets/pdf_directory/1934.10.08-McCallan.pdf
1372.0,1934.10.02,22-Oct-1934,Out,1934.0,Não Provocado,australia,Torres Strait,Warrior Reefs,Freediving for trochus shell (submerged),M,,Sim,Desconhecido,"FATAL, forearm lacerated & surgically amputated, but died of gas gangrene 13 days afterwards "," V.M. Coppleson (1958), pp.102-103",http://sharkattackfile.net/spreadsheets/pdf_directory/1934.10.02-Younger.pdf
1371.0,1934.09.08,08-Sep-1934,Set,1934.0,Provocado,bermuda,Hamilton,Nine miles off Frasconi Flats,Fishing,M,,Não,1.5 m [5'] shark,Right foot bitten by shark caught & taken onboard  by Mrs. Tucker North PROVOKED INCIDENT,"NY Times, 9/10/193, p.10",http://sharkattackfile.net/spreadsheets/pdf_directory/1934.09.08-Gibbons.pdf
1370.0,1934.08.27,27-Aug-1934,Ago,1934.0,Barco,italy,Sicily,Catania,Fishing on a boat,M,,Não,"White shark, 4 m [13'] ",No injury to occupants,A. De Maddalena; Giudici & Fino (1989),http://sharkattackfile.net/spreadsheets/pdf_directory/1934.08.27-Catania.pdf
1369.0,1934.08.26.R,Reported 26-Aug-1934,Ago,1934.0,Desconhecido,italy / croatia,,Kralievica,Swimming,F,,Desconhecido,Invalid,"Reported  to be FATAL and involve a 6m white shark, but found to be a false report; there was no attack","C. Moore & R. Roccini, GSAF; D. Baldridge, pp.15-16; A. De Maddalena; I. Fergusson (1996), L. Lipej (pers. Comm.)",http://sharkattackfile.net/spreadsheets/pdf_directory/1934.08.26.R-Prinz.pdf
1368.0,1934.08.26,26-Aug-1934,Ago,1934.0,Não Provocado,australia,Queensland,Off Eva Island 20 miles from Cardwell,Dived into sea from launch & bitten immediately,M,,Sim,Desconhecido,"FATAL, body was not recovered","G.P. Whitley citing Sydney Morning Herald 8/27/1934; Sunday Mail (Brisbane) 11/18/1934; G.P. Whitley, p.262; J. Green, p.33;V.M. Coppleson (1958), p.238",http://sharkattackfile.net/spreadsheets/pdf_directory/1934.08.26-Steeke.pdf
1367.0,1934.08.21,21-Aug-1934,Ago,1934.0,Não Provocado,croatia,Adriatic Sea,"Susak (Rijeka, Istria)",Swimming,F,18,Sim,White shark,FATAL,"NY Times, 7/10/1934, p.15; V.M. Coppleson (1958), p. 266; R. Rocconi;   D. Baldridge, p.15; A. De Maddalena; Giudici & Fino (1989), De Maddalena (2000)",http://sharkattackfile.net/spreadsheets/pdf_directory/1934.08.21-Novak.pdf
1366.0,1934.08.05,05-Aug-1934,Ago,1934.0,Não Provocado,usa,Georgia,"Thunderbolt, Chatham County",Swimming,M,11,Não,Desconhecido,Lacerations to right leg,"Cullman Democrat, 8.9/1934",http://sharkattackfile.net/spreadsheets/pdf_directory/1934.08.05-Aimar.pdf
1365.0,1934.07.11,11-Jul-1934,Jul,1934.0,Barco,australia,New South Wales,Cronulla,Fishing,M,,Não,"Blue pointer, 11' ","No injury to occupants Sharks continually followed the dinghy, and one smashed its rudder ","G.P. Whitley, ref: Daily Telegraph, 7/11/1934 & Sydney Morning Herald  7/12/1934",http://sharkattackfile.net/spreadsheets/pdf_directory/1934.07.11-Newton-boat-Australia.pdf
1364.0,1934.06.21,  21-Jun-1934,Jun,1934.0,Provocado,australia,New South Wales,Off Mooloolabah,Fishing,M,,Não,"A 6.5' ""blue-nosed shark""",Hand bitten while landing shark PROVOKED INCIDENT,"Sydney Morning Herald, 6/23 & 6/25/1934  ",http://sharkattackfile.net/spreadsheets/pdf_directory/1934.06.21-Durnbridge.pdf
1363.0,1934.06.20,20-Jun-1934,Jun,1934.0,Não Provocado,usa,Florida,"Melbourne, Brevard County",Standing,M,8,Sim,Desconhecido,FATAL,"New York Herald Tribune, 6/21/1934 ",http://sharkattackfile.net/spreadsheets/pdf_directory/1934.06.20-Best.pdf
1362.0,1934.04.15,15-Apr-1934,Abr,1934.0,Não Provocado,australia,Queensland,"Elephant Rock, Currumbin near Southport",Body surfing,M,34,Não,Desconhecido,Leg lacerated & punctured,"V.M. Coppleson (1958), pp.92 & 238. Note: L. Schultz lists date as 1/15/1934 ",http://sharkattackfile.net/spreadsheets/pdf_directory/1934.04.15-Ilett.pdf
1361.0,1934.04.01.c,01-Apr-1934,Abr,1934.0,Não Provocado,south africa,KwaZulu-Natal,"Grannys Pool, Winkelspruit",Swimming,M,,Sim,Desconhecido,FATAL,"N. Doveton; M. Levine, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1934.04.01.c-young-black-male.pdf
